"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: K"
"lab.jvm.serialization.SerializationBench.writeDerived:gc.alloc.rate.norm","thrpt",1,12,3664.004170,0.000118,"B/op",
"lab.jvm.serialization.SerializationBench.writeDerived:gc.count","thrpt",1,12,266.000000,NaN,"counts",
"lab.jvm.serialization.SerializationBench.writeDerived:gc.time","thrpt",1,12,149.000000,NaN,"ms",
"lab.jvm.serialization.SerializationBench.writeEnumHolder","thrpt",1,12,2051854.294385,43442.062908,"ops/s",
"lab.jvm.serialization.SerializationBench.writeEnumHolder:gc.alloc.rate","thrpt",1,12,6150.974574,130.389378,"MB/sec",
"lab.jvm.serialization.SerializationBench.writeEnumHolder:gc.alloc.rate.norm","thrpt",1,12,3144.003421,0.000072,"B/op",
"lab.jvm.serialization.SerializationBench.writeEnumHolder:gc.count","thrpt",1,12,254.000000,NaN,"counts",
"lab.jvm.serialization.SerializationBench.writeEnumHolder:gc.time","thrpt",1,12,146.000000,NaN,"ms",
"lab.jvm.serialization.SerializationBench.writeGraph","thrpt",1,12,1177166.760633,17987.902988,"ops/s",
"lab.jvm.serialization.SerializationBench.writeGraph:gc.alloc.rate","thrpt",1,12,5665.909593,86.586370,"MB/sec",
"lab.jvm.serialization.SerializationBench.writeGraph:gc.alloc.rate.norm","thrpt",1,12,5048.005957,0.000083,"B/op",
"lab.jvm.serialization.SerializationBench.writeGraph:gc.count","thrpt",1,12,230.000000,NaN,"counts",
"lab.jvm.serialization.SerializationBench.writeGraph:gc.time","thrpt",1,12,137.000000,NaN,"ms",
"lab.jvm.serialization.SerializationBench.writeMixedArray","thrpt",1,12,604404.564769,16975.429470,"ops/s",
"lab.jvm.serialization.SerializationBench.writeMixedArray:gc.alloc.rate","thrpt",1,12,4518.165762,126.953886,"MB/sec",
"lab.jvm.serialization.SerializationBench.writeMixedArray:gc.alloc.rate.norm","thrpt",1,12,7840.011621,0.000335,"B/op",
"lab.jvm.serialization.SerializationBench.writeMixedArray:gc.count","thrpt",1,12,206.000000,NaN,"counts",
"lab.jvm.serialization.SerializationBench.writeMixedArray:gc.time","thrpt",1,12,122.000000,NaN,"ms",
"lab.jvm.serialization.SerializationBench.writeOrder","thrpt",1,12,426301.881079,8848.521287,"ops/s",
"lab.jvm.serialization.SerializationBench.writeOrder:gc.alloc.rate","thrpt",1,12,3349.212603,69.778318,"MB/sec",
"lab.jvm.serialization.SerializationBench.writeOrder:gc.alloc.rate.norm","thrpt",1,12,8240.016466,0.000341,"B/op",
"lab.jvm.serialization.SerializationBench.writeOrder:gc.count","thrpt",1,12,154.000000,NaN,"counts",
"lab.jvm.serialization.SerializationBench.writeOrder:gc.time","thrpt",1,12,90.000000,NaN,"ms",
"lab.jvm.serialization.SerializationBench.writePoint","thrpt",1,12,2941773.458265,84473.326731,"ops/s",
"lab.jvm.serialization.SerializationBench.writePoint:gc.alloc.rate","thrpt",1,12,7674.135907,220.666098,"MB/sec",
"lab.jvm.serialization.SerializationBench.writePoint:gc.alloc.rate.norm","thrpt",1,12,2736.002386,0.000068,"B/op",
"lab.jvm.serialization.SerializationBench.writePoint:gc.count","thrpt",1,12,293.000000,NaN,"counts",
"lab.jvm.serialization.SerializationBench.writePoint:gc.time","thrpt",1,12,180.000000,NaN,"ms",
"lab.jvm.serialization.SerializationBench.writeStringList","thrpt",1,12,164790.611171,3536.412012,"ops/s",
"lab.jvm.serialization.SerializationBench.writeStringList:gc.alloc.rate","thrpt",1,12,2449.759040,52.888235,"MB/sec",
"lab.jvm.serialization.SerializationBench.writeStringList:gc.alloc.rate.norm","thrpt",1,12,15592.042703,0.000939,"B/op",
"lab.jvm.serialization.SerializationBench.writeStringList:gc.count","thrpt",1,12,136.000000,NaN,"counts",
"lab.jvm.serialization.SerializationBench.writeStringList:gc.time","thrpt",1,12,75.000000,NaN,"ms",
"lab.jvm.serialization.SerializationBench.writeUnicodeList","thrpt",1,12,217232.450831,5068.138278,"ops/s",
"lab.jvm.serialization.SerializationBench.writeUnicodeList:gc.alloc.rate","thrpt",1,12,2939.498645,68.664160,"MB/sec",
"lab.jvm.serialization.SerializationBench.writeUnicodeList:gc.alloc.rate.norm","thrpt",1,12,14192.032369,0.000794,"B/op",
"lab.jvm.serialization.SerializationBench.writeUnicodeList:gc.count","thrpt",1,12,149.000000,NaN,"counts",
"lab.jvm.serialization.SerializationBench.writeUnicodeList:gc.time","thrpt",1,12,84.000000,NaN,"ms",
"lab.jvm.serialization.StringCharsetBench.readAscii1020","thrpt",1,12,1128746.643103,25995.107884,"ops/s",
"lab.jvm.serialization.StringCharsetBench.readAscii1020:gc.alloc.rate","thrpt",1,12,4502.822735,103.640320,"MB/sec",
"lab.jvm.serialization.StringCharsetBench.readAscii1020:gc.alloc.rate.norm","thrpt",1,12,4184.006223,0.000145,"B/op",
"lab.jvm.serialization.StringCharsetBench.readAscii1020:gc.count","thrpt",1,12,203.000000,NaN,"counts",
"lab.jvm.serialization.StringCharsetBench.readAscii1020:gc.time","thrpt",1,12,119.000000,NaN,"ms",
"lab.jvm.serialization.StringCharsetBench.readAscii1030","thrpt",1,12,1093359.050493,22054.028008,"ops/s",
"lab.jvm.serialization.StringCharsetBench.readAscii1030:gc.alloc.rate","thrpt",1,12,4378.350396,88.158127,"MB/sec",
"lab.jvm.serialization.StringCharsetBench.readAscii1030:gc.alloc.rate.norm","thrpt",1,12,4200.006421,0.000132,"B/op",
"lab.jvm.serialization.StringCharsetBench.readAscii1030:gc.count","thrpt",1,12,199.000000,NaN,"counts",
"lab.jvm.serialization.StringCharsetBench.readAscii1030:gc.time","thrpt",1,12,113.000000,NaN,"ms",
"lab.jvm.serialization.StringCharsetBench.readAscii32","thrpt",1,12,123104.400882,2949.298358,"ops/s",
"lab.jvm.serialization.StringCharsetBench.readAscii32:gc.alloc.rate","thrpt",1,12,1107.113451,26.539896,"MB/sec",
"lab.jvm.serialization.StringCharsetBench.readAscii32:gc.alloc.rate.norm","thrpt",1,12,9432.057100,0.001320,"B/op",
"lab.jvm.serialization.StringCharsetBench.readAscii32:gc.count","thrpt",1,12,90.000000,NaN,"counts",
"lab.jvm.serialization.StringCharsetBench.readAscii32:gc.time","thrpt",1,12,43.000000,NaN,"ms",
"lab.jvm.serialization.StringCharsetBench.readAscii4096","thrpt",1,12,303520.059102,5716.859547,"ops/s",
"lab.jvm.serialization.StringCharsetBench.readAscii4096:gc.alloc.rate","thrpt",1,12,2988.850275,56.295466,"MB/sec",
"lab.jvm.serialization.StringCharsetBench.readAscii4096:gc.alloc.rate.norm","thrpt",1,12,10328.023177,0.000451,"B/op",
"lab.jvm.serialization.StringCharsetBench.readAscii4096:gc.count","thrpt",1,12,165.000000,NaN,"counts",
"lab.jvm.serialization.StringCharsetBench.readAscii4096:gc.time","thrpt",1,12,89.000000,NaN,"ms",
"lab.jvm.serialization.StringCharsetBench.readAscii96","thrpt",1,12,93933.966115,1991.836701,"ops/s",
"lab.jvm.serialization.StringCharsetBench.readAscii96:gc.alloc.rate","thrpt",1,12,1224.495108,26.011691,"MB/sec",
"lab.jvm.serialization.StringCharsetBench.readAscii96:gc.alloc.rate.norm","thrpt",1,12,13672.074958,0.001611,"B/op",
"lab.jvm.serialization.StringCharsetBench.readAscii96:gc.count","thrpt",1,12,100.000000,NaN,"counts",
"lab.jvm.serialization.StringCharsetBench.readAscii96:gc.time","thrpt",1,12,48.000000,NaN,"ms",
"lab.jvm.serialization.StringCharsetBench.readCjk32","thrpt",1,12,81456.896090,1393.650374,"ops/s",
"lab.jvm.serialization.StringCharsetBench.readCjk32:gc.alloc.rate","thrpt",1,12,1158.465751,19.995383,"MB/sec",
"lab.jvm.serialization.StringCharsetBench.readCjk32:gc.alloc.rate.norm","thrpt",1,12,14916.086373,16.053477,"B/op",
"lab.jvm.serialization.StringCharsetBench.readCjk32:gc.count","thrpt",1,12,94.000000,NaN,"counts",
"lab.jvm.serialization.StringCharsetBench.readCjk32:gc.time","thrpt",1,12,44.000000,NaN,"ms",
"lab.jvm.serialization.StringCharsetBench.readCjk350","thrpt",1,12,856860.635114,5915.498134,"ops/s",
"lab.jvm.serialization.StringCharsetBench.readCjk350:gc.alloc.rate","thrpt",1,12,4914.970487,33.906642,"MB/sec",
"lab.jvm.serialization.StringCharsetBench.readCjk350:gc.alloc.rate.norm","thrpt",1,12,6016.008193,0.000062,"B/op",
"lab.jvm.serialization.StringCharsetBench.readCjk350:gc.count","thrpt",1,12,213.000000,NaN,"counts",
"lab.jvm.serialization.StringCharsetBench.readCjk350:gc.time","thrpt",1,12,128.000000,NaN,"ms",
"lab.jvm.serialization.StringCharsetBench.readEmoji16","thrpt",1,12,81181.289337,1123.813244,"ops/s",
"lab.jvm.serialization.StringCharsetBench.readEmoji16:gc.alloc.rate","thrpt",1,12,1153.609595,15.976039,"MB/sec",
"lab.jvm.serialization.StringCharsetBench.readEmoji16:gc.alloc.rate.norm","thrpt",1,12,14904.086786,0.001132,"B/op",
"lab.jvm.serialization.StringCharsetBench.readEmoji16:gc.count","thrpt",1,12,94.000000,NaN,"counts",
"lab.jvm.serialization.StringCharsetBench.readEmoji16:gc.time","thrpt",1,12,46.000000,NaN,"ms",
"lab.jvm.serialization.StringCharsetBench.readNul32","thrpt",1,12,101984.680665,2255.851768,"ops/s",
"lab.jvm.serialization.StringCharsetBench.readNul32:gc.alloc.rate","thrpt",1,12,920.301816,21.260682,"MB/sec",
"lab.jvm.serialization.StringCharsetBench.readNul32:gc.alloc.rate.norm","thrpt",1,12,9464.069026,32.106765,"B/op",
"lab.jvm.serialization.StringCharsetBench.readNul32:gc.count","thrpt",1,12,74.000000,NaN,"counts",
"lab.jvm.serialization.StringCharsetBench.readNul32:gc.time","thrpt",1,12,34.000000,NaN,"ms",
"lab.jvm.serialization.StringCharsetBench.writeAscii1020","thrpt",1,12,1014096.989357,17118.172877,"ops/s",
"lab.jvm.serialization.StringCharsetBench.writeAscii1020:gc.alloc.rate","thrpt",1,12,11161.741947,188.731372,"MB/sec",
"lab.jvm.serialization.StringCharsetBench.writeAscii1020:gc.alloc.rate.norm","thrpt",1,12,11544.006921,0.000116,"B/op",
"lab.jvm.serialization.StringCharsetBench.writeAscii1020:gc.count","thrpt",1,12,319.000000,NaN,"counts",
"lab.jvm.serialization.StringCharsetBench.writeAscii1020:gc.time","thrpt",1,12,234.000000,NaN,"ms",
"lab.jvm.serialization.StringCharsetBench.writeAscii1030","thrpt",1,12,1005102.589572,9584.691936,"ops/s",
"lab.jvm.serialization.StringCharsetBench.writeAscii1030:gc.alloc.rate","thrpt",1,12,11070.775285,105.392991,"MB/sec",
"lab.jvm.serialization.StringCharsetBench.writeAscii1030:gc.alloc.rate.norm","thrpt",1,12,11552.006985,0.000062,"B/op",
"lab.jvm.serialization.StringCharsetBench.writeAscii1030:gc.count","thrpt",1,12,303.000000,NaN,"counts",
"lab.jvm.serialization.StringCharsetBench.writeAscii1030:gc.time","thrpt",1,12,213.000000,NaN,"ms",
"lab.jvm.serialization.StringCharsetBench.writeAscii32","thrpt",1,12,260876.626235,5057.292815,"ops/s",
"lab.jvm.serialization.StringCharsetBench.writeAscii32:gc.alloc.rate","thrpt",1,12,3603.680591,69.916633,"MB/sec",
"lab.jvm.serialization.StringCharsetBench.writeAscii32:gc.alloc.rate.norm","thrpt",1,12,14488.026972,0.000519,"B/op",
"lab.jvm.serialization.StringCharsetBench.writeAscii32:gc.count","thrpt",1,12,167.000000,NaN,"counts",
"lab.jvm.serialization.StringCharsetBench.writeAscii32:gc.time","thrpt",1,12,94.000000,NaN,"ms",
"lab.jvm.serialization.StringCharsetBench.writeAscii4096","thrpt",1,12,558852.038803,11641.109486,"ops/s",
"lab.jvm.serialization.StringCharsetBench.writeAscii4096:gc.alloc.rate","thrpt",1,12,7788.132307,162.241273,"MB/sec",
"lab.jvm.serialization.StringCharsetBench.writeAscii4096:gc.alloc.rate.norm","thrpt",1,12,14616.012571,0.000277,"B/op",
"lab.jvm.serialization.StringCharsetBench.writeAscii4096:gc.count","thrpt",1,12,277.000000,NaN,"counts",
"lab.jvm.serialization.StringCharsetBench.writeAscii4096:gc.time","thrpt",1,12,180.000000,NaN,"ms",
"lab.jvm.serialization.StringCharsetBench.writeAscii96","thrpt",1,12,210601.488639,4835.325703,"ops/s",
"lab.jvm.serialization.StringCharsetBench.writeAscii96:gc.alloc.rate","thrpt",1,12,3731.767127,85.723611,"MB/sec",
"lab.jvm.serialization.StringCharsetBench.writeAscii96:gc.alloc.rate.norm","thrpt",1,12,18584.033417,0.000759,"B/op",
"lab.jvm.serialization.StringCharsetBench.writeAscii96:gc.count","thrpt",1,12,173.000000,NaN,"counts",
"lab.jvm.serialization.StringCharsetBench.writeAscii96:gc.time","thrpt",1,12,102.000000,NaN,"ms",
"lab.jvm.serialization.StringCharsetBench.writeCjk32","thrpt",1,12,115714.574924,1882.509215,"ops/s",
"lab.jvm.serialization.StringCharsetBench.writeCjk32:gc.alloc.rate","thrpt",1,12,2050.238949,33.289601,"MB/sec",
"lab.jvm.serialization.StringCharsetBench.writeCjk32:gc.alloc.rate.norm","thrpt",1,12,18584.060833,0.001011,"B/op",
"lab.jvm.serialization.StringCharsetBench.writeCjk32:gc.count","thrpt",1,12,139.000000,NaN,"counts",
"lab.jvm.serialization.StringCharsetBench.writeCjk32:gc.time","thrpt",1,12,72.000000,NaN,"ms",
"lab.jvm.serialization.StringCharsetBench.writeCjk350","thrpt",1,12,630378.188505,10674.867198,"ops/s",
"lab.jvm.serialization.StringCharsetBench.writeCjk350:gc.alloc.rate","thrpt",1,12,6957.737773,117.849044,"MB/sec",
"lab.jvm.serialization.StringCharsetBench.writeCjk350:gc.alloc.rate.norm","thrpt",1,12,11576.011142,0.000201,"B/op",
"lab.jvm.serialization.StringCharsetBench.writeCjk350:gc.count","thrpt",1,12,250.000000,NaN,"counts",
"lab.jvm.serialization.StringCharsetBench.writeCjk350:gc.time","thrpt",1,12,163.000000,NaN,"ms",
"lab.jvm.serialization.StringCharsetBench.writeEmoji16","thrpt",1,12,117610.826896,2282.095671,"ops/s",
"lab.jvm.serialization.StringCharsetBench.writeEmoji16:gc.alloc.rate","thrpt",1,12,2083.925522,40.377716,"MB/sec",
"lab.jvm.serialization.StringCharsetBench.writeEmoji16:gc.alloc.rate.norm","thrpt",1,12,18584.059841,0.001171,"B/op",
"lab.jvm.serialization.StringCharsetBench.writeEmoji16:gc.count","thrpt",1,12,116.000000,NaN,"counts",
"lab.jvm.serialization.StringCharsetBench.writeEmoji16:gc.time","thrpt",1,12,63.000000,NaN,"ms",
"lab.jvm.serialization.StringCharsetBench.writeNul32","thrpt",1,12,170268.391670,2793.364515,"ops/s",
"lab.jvm.serialization.StringCharsetBench.writeNul32:gc.alloc.rate","thrpt",1,12,2362.457181,38.715731,"MB/sec",
"lab.jvm.serialization.StringCharsetBench.writeNul32:gc.alloc.rate.norm","thrpt",1,12,14552.041329,0.000713,"B/op",
"lab.jvm.serialization.StringCharsetBench.writeNul32:gc.count","thrpt",1,12,131.000000,NaN,"counts",
"lab.jvm.serialization.StringCharsetBench.writeNul32:gc.time","thrpt",1,12,71.000000,NaN,"ms",
